year,program,program_desc,plans,plans_desc,admit_year,nenrolled
2018,1003,ANU Express,1003XEXPRS,ANU Express,2018,15
2017,1003,ANU Express,1003XEXPRS,ANU Express,2017,20
2016,1003,ANU Express,1003XEXPRS,ANU Express,2016,13
2015,1003,ANU Express,1003XEXPRS,ANU Express,2015,13
2015,1003,ANU Express,1003XEXPRS,ANU Express,2014,1
2016,1005,Cross Institutional UC Music,1005XNAWD,Cross Institutional UC Music,2014,1
2016,1005,Cross Institutional UC Music,1005XNAWD,Cross Institutional UC Music,2013,1
2015,1005,Cross Institutional UC Music,1005XNAWD,Cross Institutional UC Music,2014,1
2015,1005,Cross Institutional UC Music,1005XNAWD,Cross Institutional UC Music,2013,3
2015,1005,Cross Institutional UC Music,1005XNAWD,Cross Institutional UC Music,2012,1
2019,1007,ANU University Prep Program,1007XACHVE,ANU Achieve,2019,2
2018,1007,ANU University Prep Program,1007XACHVE,ANU Achieve,2018,7
2020,1007,ANU University Prep Program,1007XACTVT,ANU Activate,2020,1
2019,1007,ANU University Prep Program,1007XACTVT,ANU Activate,2019,5
2019,1007,ANU University Prep Program,1007XACTVT,ANU Activate,2018,1
2018,1007,ANU University Prep Program,1007XACTVT,ANU Activate,2018,5
2020,1007,ANU University Prep Program,1007XADVNC,ANU Advanced,2020,2
2019,1007,ANU University Prep Program,1007XADVNC,ANU Advanced,2019,7
2019,1007,ANU University Prep Program,1007XADVNC,ANU Advanced,2018,1
2018,1007,ANU University Prep Program,1007XADVNC,ANU Advanced,2018,8
2017,1102,ANU Preparatory Program,1102XPREP,ANU Preparatory Program,2017,2
2016,1102,ANU Preparatory Program,1102XPREP,ANU Preparatory Program,2016,7
2015,1102,ANU Preparatory Program,1102XPREP,ANU Preparatory Program,2015,6
2022,1110,Non Award Arts,1110XNAWD,Non Award Examination -Arts,2022,3
2022,1110,Non Award Arts,1110XNAWD,Non Award Examination -Arts,2021,1
2021,1110,Non Award Arts,1110XNAWD,Non Award Examination -Arts,2021,6
2021,1110,Non Award Arts,1110XNAWD,Non Award Examination -Arts,2020,1
2020,1110,Non Award Arts,1110XNAWD,Non Award Examination -Arts,2020,3
2019,1110,Non Award Arts,1110XNAWD,Non Award Examination -Arts,2019,8
2018,1110,Non Award Arts,1110XNAWD,Non Award Examination -Arts,2018,3
2017,1110,Non Award Arts,1110XNAWD,Non Award Examination -Arts,2017,4
2016,1110,Non Award Arts,1110XNAWD,Non Award Examination -Arts,2016,4
2016,1110,Non Award Arts,1110XNAWD,Non Award Examination -Arts,2014,1
2015,1110,Non Award Arts,1110XNAWD,Non Award Examination -Arts,2015,9
2015,1110,Non Award Arts,1110XNAWD,Non Award Examination -Arts,2014,2
2022,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2022,15
2022,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2021,5
2022,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2020,3
2022,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2019,1
2021,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2021,34
2021,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2020,5
2021,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2019,3
2021,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2015,1
2020,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2020,33
2020,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2019,4
2020,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2018,1
2020,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2017,2
2020,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2016,1
2020,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2015,1
2019,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2019,34
2019,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2018,8
2019,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2017,8
2019,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2016,4
2019,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2015,2
2018,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2018,39
2018,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2017,21
2018,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2016,21
2018,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2015,4
2018,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2014,3
2017,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2017,56
2017,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2016,25
2017,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2015,14
2017,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2014,7
2017,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2013,1
2017,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2009,1
2016,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2016,53
2016,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2015,22
2016,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2014,14
2015,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2015,52
2015,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2014,23
2015,1111,Cross Institutional Arts,1111XNAWD,Arts (Cross-Institutional),2013,4
2021,1130,Non Award ANU College of Law,1130XNAWD,"NAWD Law ANU College of Law",2021,2
2020,1130,Non Award ANU College of Law,1130XNAWD,"NAWD Law ANU College of Law",2019,1
2019,1130,Non Award ANU College of Law,1130XNAWD,"NAWD Law ANU College of Law",2019,2
2017,1130,Non Award Law,1130XNAWD,Non-Award Examination -Law,2017,1
2022,1131,Cross Institutional Law,1131XNAWD,Law (Cross-Institutional),2022,6
2022,1131,Cross Institutional Law,1131XNAWD,Law (Cross-Institutional),2021,1
2021,1131,Cross Institutional Law,1131XNAWD,Law (Cross-Institutional),2021,8
2020,1131,Cross Institutional Law,1131XNAWD,Law (Cross-Institutional),2020,6
2019,1131,Cross Institutional Law,1131XNAWD,Law (Cross-Institutional),2019,1
2018,1131,Cross Institutional Law,1131XNAWD,Law (Cross-Institutional),2018,4
2017,1131,Cross Institutional Law,1131XNAWD,Law (Cross-Institutional),2017,6
2016,1131,Cross Institutional Law,1131XNAWD,Law (Cross-Institutional),2016,6
2016,1131,Cross Institutional Law,1131XNAWD,Law (Cross-Institutional),2013,1
2016,1131,Cross Institutional Law,1131XNAWD,Law (Cross-Institutional),2009,1
2015,1131,Cross Institutional Law,1131XNAWD,Law (Cross-Institutional),2015,6
2015,1131,Cross Institutional Law,1131XNAWD,Law (Cross-Institutional),2014,1
2015,1131,Cross Institutional Law,1131XNAWD,Law (Cross-Institutional),2013,1
2022,1140,Non Award CBE,1140XNAWD,Non Award CBE,2022,1
2022,1140,Non Award CBE,1140XNAWD,Non Award CBE,2020,1
2021,1140,Non Award CBE,1140XNAWD,Non Award CBE,2021,6
2020,1140,Non Award CBE,1140XNAWD,Non Award CBE,2020,6
2020,1140,Non Award CBE,1140XNAWD,Non Award CBE,2016,1
2019,1140,Non Award CBE,1140XNAWD,Non Award CBE,2019,4
2019,1140,Non Award CBE,1140XNAWD,Non Award CBE,2018,1
2019,1140,Non Award CBE,1140XNAWD,Non Award CBE,2016,1
2018,1140,Non Award CBE,1140XNAWD,Non Award CBE,2018,7
2018,1140,Non Award CBE,1140XNAWD,Non Award CBE,2016,1
2017,1140,Non Award CBE,1140XNAWD,Non Award CBE,2017,10
2017,1140,Non Award CBE,1140XNAWD,Non Award CBE,2016,3
2017,1140,Non Award CBE,1140XNAWD,Non Award CBE,2015,1
2016,1140,Non Award CBE,1140XNAWD,Non Award CBE,2016,8
2016,1140,Non Award CBE,1140XNAWD,Non Award CBE,2013,1
2015,1140,Non Award CBE,1140XNAWD,Non Award CBE,2015,4
2015,1140,Non Award CBE,1140XNAWD,Non Award CBE,2014,1
2015,1140,Non Award CBE,1140XNAWD,Non Award CBE,2013,1
2022,1141,X Institutional CBE,1141XNAWD,X Institutional CBE,2020,1
2021,1141,X Institutional CBE,1141XNAWD,X Institutional CBE,2021,1
2021,1141,X Institutional CBE,1141XNAWD,X Institutional CBE,2020,1
2020,1141,X Institutional CBE,1141XNAWD,X Institutional CBE,2020,4
2020,1141,X Institutional CBE,1141XNAWD,X Institutional CBE,2019,1
2019,1141,X Institutional CBE,1141XNAWD,X Institutional CBE,2019,3
2018,1141,X Institutional CBE,1141XNAWD,X Institutional CBE,2018,6
2018,1141,X Institutional CBE,1141XNAWD,X Institutional CBE,2017,2
2018,1141,X Institutional CBE,1141XNAWD,X Institutional CBE,2016,1
2017,1141,X Institutional CBE,1141XNAWD,X Institutional CBE,2017,7
2017,1141,X Institutional CBE,1141XNAWD,X Institutional CBE,2016,4
2016,1141,X Institutional CBE,1141XNAWD,X Institutional CBE,2016,10
2016,1141,X Institutional CBE,1141XNAWD,X Institutional CBE,2015,3
2015,1141,X Institutional CBE,1141XNAWD,X Institutional CBE,2015,11
2015,1141,X Institutional CBE,1141XNAWD,X Institutional CBE,2014,1
2022,1150,Non Award Asian Studies,1150XNAWD,Non-Award - Asian Studies,2022,1
2021,1150,Non Award Asian Studies,1150XNAWD,Non-Award - Asian Studies,2021,2
2021,1150,Non Award Asian Studies,1150XNAWD,Non-Award - Asian Studies,2019,1
2020,1150,Non Award Asian Studies,1150XNAWD,Non-Award - Asian Studies,2020,2
2020,1150,Non Award Asian Studies,1150XNAWD,Non-Award - Asian Studies,2019,2
2019,1150,Non Award Asian Studies,1150XNAWD,Non-Award - Asian Studies,2019,4
2018,1150,Non Award Asian Studies,1150XNAWD,Non-Award - Asian Studies,2018,4
2018,1150,Non Award Asian Studies,1150XNAWD,Non-Award - Asian Studies,2017,1
2016,1150,Non Award Asian Studies,1150XNAWD,Non-Award - Asian Studies,2016,2
2016,1150,Non Award Asian Studies,1150XNAWD,Non-Award - Asian Studies,2015,1
2015,1150,Non Award Asian Studies,1150XNAWD,Non-Award - Asian Studies,2015,2
2022,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2022,11
2022,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2021,8
2022,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2020,1
2022,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2017,1
2021,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2021,28
2021,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2020,1
2021,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2019,1
2021,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2018,2
2020,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2020,12
2020,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2019,3
2020,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2018,5
2020,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2017,1
2019,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2019,14
2019,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2018,6
2019,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2016,1
2018,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2018,10
2018,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2017,4
2018,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2016,5
2018,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2014,2
2017,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2017,11
2017,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2016,13
2017,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2015,2
2017,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2014,3
2016,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2016,32
2016,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2015,6
2016,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2014,8
2016,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2013,3
2015,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2015,26
2015,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2014,15
2015,1151,Cross Institutional Asian St,1151XNAWD,Asian Studies (Cross-Institut),2013,6
2022,1155,Non Award � Open Universities,1155XNAWD,Non Award � Open Universities,2022,94
2022,1155,Non Award � Open Universities,1155XNAWD,Non Award � Open Universities,2021,27
2022,1155,Non Award � Open Universities,1155XNAWD,Non Award � Open Universities,2020,6
2022,1155,Non Award � Open Universities,1155XNAWD,Non Award � Open Universities,2019,3
2022,1155,Non Award � Open Universities,1155XNAWD,Non Award � Open Universities,2018,1
2021,1155,Non Award � Open Universities,1155XNAWD,Non Award � Open Universities,2021,112
2021,1155,Non Award � Open Universities,1155XNAWD,Non Award � Open Universities,2020,19
2021,1155,Non Award � Open Universities,1155XNAWD,Non Award � Open Universities,2019,7
2021,1155,Non Award � Open Universities,1155XNAWD,Non Award � Open Universities,2018,3
2020,1155,Non Award � Open Universities,1155XNAWD,Non Award � Open Universities,2020,105
2020,1155,Non Award � Open Universities,1155XNAWD,Non Award � Open Universities,2019,14
2020,1155,Non Award � Open Universities,1155XNAWD,Non Award � Open Universities,2018,5
2019,1155,Non Award � Open Universities,1155XNAWD,Non Award � Open Universities,2019,75
2019,1155,Non Award � Open Universities,1155XNAWD,Non Award � Open Universities,2018,14
2018,1155,Non Award � Open Universities,1155XNAWD,Non Award � Open Universities,2018,25
2021,1160,Non Award Science,1160XNAWD,Science (Non-Award),2021,4
2020,1160,Non Award Science,1160XNAWD,Science (Non-Award),2020,1
2020,1160,Non Award Science,1160XNAWD,Science (Non-Award),2018,1
2019,1160,Non Award Science,1160XNAWD,Science (Non-Award),2019,3
2019,1160,Non Award Science,1160XNAWD,Science (Non-Award),2018,1
2018,1160,Non Award Science,1160XNAWD,Science (Non-Award),2018,6
2017,1160,Non Award Science,1160XNAWD,Science (Non-Award),2017,3
2016,1160,Non Award Science,1160XNAWD,Science (Non-Award),2016,2
2015,1160,Non Award Science,1160XNAWD,Science (Non-Award),2015,2
2015,1160,Non Award Science,1160XNAWD,Science (Non-Award),2013,1
2022,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2022,7
2022,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2021,1
2021,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2021,14
2021,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2020,1
2020,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2020,13
2020,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2019,1
2020,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2017,1
2019,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2019,9
2019,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2018,1
2019,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2017,2
2019,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2015,1
2018,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2018,10
2018,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2017,3
2018,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2015,2
2017,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2017,4
2017,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2016,2
2017,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2015,1
2016,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2016,12
2016,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2015,1
2015,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2015,13
2015,1161,Cross Institutional Science,1161XNAWD,Science (Cross-Institutional),2014,2
2020,1170,Non Award Engineering&IT,1170XNAWD,Non-Award Examination - FEIT,2020,2
2018,1170,Non Award Engineering&IT,1170XNAWD,Non-Award Examination - FEIT,2018,2
2017,1170,Non Award Engineering&IT,1170XNAWD,Non-Award Examination - FEIT,2017,1
2016,1170,Non Award Engineering&IT,1170XNAWD,Non-Award Examination - FEIT,2016,1
2015,1170,Non Award Engineering&IT,1170XNAWD,Non-Award Examination - FEIT,2015,1
2015,1170,Non Award Engineering&IT,1170XNAWD,Non-Award Examination - FEIT,2014,1
2020,1171,Cross Institutional Eng&IT,1171XNAWD,Eng & IT (Cross-Institutional),2020,1
2019,1171,Cross Institutional Eng&IT,1171XNAWD,Eng & IT (Cross-Institutional),2019,5
2018,1171,Cross Institutional Eng&IT,1171XNAWD,Eng & IT (Cross-Institutional),2018,3
2017,1171,Cross Institutional Eng&IT,1171XNAWD,Eng & IT (Cross-Institutional),2017,1
2016,1171,Cross Institutional Eng&IT,1171XNAWD,Eng & IT (Cross-Institutional),2016,2
2015,1171,Cross Institutional Eng&IT,1171XNAWD,Eng & IT (Cross-Institutional),2015,1
2020,1190,Non-Award Medicine,1190XNAWD,Non-Award - Medicine,2020,9
2019,1190,Non-Award Medicine,1190XNAWD,Non-Award - Medicine,2019,29
2018,1190,Non-Award Medicine,1190XNAWD,Non-Award - Medicine,2018,18
2016,1190,Non-Award Medicine,1190XNAWD,Non-Award - Medicine,2016,3
2015,1190,Non-Award Medicine,1190XNAWD,Non-Award - Medicine,2015,19
2018,1300,Non Award Study Abroad Program,1300XNAW12,Study Abroad Program (12),2018,2
2017,1300,Non Award Study Abroad Program,1300XNAW12,Study Abroad Program (12),2017,2
2016,1300,Non Award Study Abroad Program,1300XNAW12,Study Abroad Program (12),2016,14
2016,1300,Non Award Study Abroad Program,1300XNAW12,Study Abroad Program (12),2015,1
2015,1300,Non Award Study Abroad Program,1300XNAW12,Study Abroad Program (12),2015,21
2015,1300,Non Award Study Abroad Program,1300XNAW12,Study Abroad Program (12),2014,19
2021,1300,Non Award Study Abroad Program,1300XNAWD6,Study Abroad Program (6),2021,1
2020,1300,Non Award Study Abroad Program,1300XNAWD6,Study Abroad Program (6),2020,8
2019,1300,Non Award Study Abroad Program,1300XNAWD6,Study Abroad Program (6),2019,16
2018,1300,Non Award Study Abroad Program,1300XNAWD6,Study Abroad Program (6),2018,26
2017,1300,Non Award Study Abroad Program,1300XNAWD6,Study Abroad Program (6),2017,41
2017,1300,Non Award Study Abroad Program,1300XNAWD6,Study Abroad Program (6),2016,1
2016,1300,Non Award Study Abroad Program,1300XNAWD6,Study Abroad Program (6),2016,20
2015,1300,Non Award Study Abroad Program,1300XNAWD6,Study Abroad Program (6),2015,13
2022,1301,Non Award Exchange Program,1301XNAWD,Exchange Program (12),2022,1
2020,1301,Non Award Exchange Program,1301XNAWD,Exchange Program (12),2020,8
2020,1301,Non Award Exchange Program,1301XNAWD,Exchange Program (12),2019,55
2019,1301,Non Award Exchange Program,1301XNAWD,Exchange Program (12),2019,77
2019,1301,Non Award Exchange Program,1301XNAWD,Exchange Program (12),2018,76
2018,1301,Non Award Exchange Program,1301XNAWD,Exchange Program (12),2018,100
2018,1301,Non Award Exchange Program,1301XNAWD,Exchange Program (12),2017,49
2017,1301,Non Award Exchange Program,1301XNAWD,Exchange Program (12),2017,75
2017,1301,Non Award Exchange Program,1301XNAWD,Exchange Program (12),2016,55
2016,1301,Non Award Exchange Program,1301XNAWD,Exchange Program (12),2016,74
2016,1301,Non Award Exchange Program,1301XNAWD,Exchange Program (12),2015,40
2015,1301,Non Award Exchange Program,1301XNAWD,Exchange Program (12),2015,65
2015,1301,Non Award Exchange Program,1301XNAWD,Exchange Program (12),2014,48
2022,1301,Non Award Exchange Program,1301XNAWD6,Exchange Program (6),2022,1
2021,1301,Non Award Exchange Program,1301XNAWD6,Exchange Program (6),2021,2
2021,1301,Non Award Exchange Program,1301XNAWD6,Exchange Program (6),2020,1
2020,1301,Non Award Exchange Program,1301XNAWD6,Exchange Program (6),2020,142
2020,1301,Non Award Exchange Program,1301XNAWD6,Exchange Program (6),2019,1
2019,1301,Non Award Exchange Program,1301XNAWD6,Exchange Program (6),2019,279
2019,1301,Non Award Exchange Program,1301XNAWD6,Exchange Program (6),2018,2
2019,1301,Non Award Exchange Program,1301XNAWD6,Exchange Program (6),2017,1
2018,1301,Non Award Exchange Program,1301XNAWD6,Exchange Program (6),2018,276
2018,1301,Non Award Exchange Program,1301XNAWD6,Exchange Program (6),2017,2
2017,1301,Non Award Exchange Program,1301XNAWD6,Exchange Program (6),2017,250
2017,1301,Non Award Exchange Program,1301XNAWD6,Exchange Program (6),2016,1
2016,1301,Non Award Exchange Program,1301XNAWD6,Exchange Program (6),2016,220
2016,1301,Non Award Exchange Program,1301XNAWD6,Exchange Program (6),2015,3
2016,1301,Non Award Exchange Program,1301XNAWD6,Exchange Program (6),2014,1
2015,1301,Non Award Exchange Program,1301XNAWD6,Exchange Program (6),2015,169
2015,1301,Non Award Exchange Program,1301XNAWD6,Exchange Program (6),2014,4
2017,1302,Non Award Cross Institutional,1302XNAWD,Non Award Cross Instutional,2016,2
2016,1302,Non Award Cross Institutional,1302XNAWD,Non Award Cross Instutional,2016,2
2019,1303,Non-Award MOOC Exchange,1303XNAWD,Non-Award MOOC Exchange,2019,16
2018,1303,Non-Award MOOC Exchange,1303XNAWD,Non-Award MOOC Exchange,2018,22
2017,1303,Non-Award MOOC Exchange,1303XNAWD,Non-Award MOOC Exchange,2017,28
2018,1305,Global Summer Program (UGRD),1305XGSPU,Global Summer Program (UGRD),2018,4
2017,1305,Global Summer Program (UGRD),1305XGSPU,Global Summer Program (UGRD),2017,13
2016,1305,Global Summer Program (UGRD),1305XGSPU,Global Summer Program (UGRD),2016,7
2015,1305,Global Summer Program (UGRD),1305XGSPU,Global Summer Program (UGRD),2015,15
2016,2050,Associate Degree,2050XBUSN,Business,2012,2
2015,2050,Associate Degree,2050XBUSN,Business,2012,3
2017,2050,Associate Degree,2050XSCTC,Science and Technology,2012,1
2016,2050,Associate Degree,2050XSCTC,Science and Technology,2012,1
2015,2050,Associate Degree,2050XSCTC,Science and Technology,2012,2
2021,2050,Associate Degree,SASDE,Associate Degree,2017,1
2020,2050,Associate Degree,SASDE,Associate Degree,2017,2
2019,2050,Associate Degree,SASDE,Associate Degree,2017,5
2018,2050,Associate Degree,SASDE,Associate Degree,2017,11
2018,2050,Associate Degree,SASDE,Associate Degree,2016,2
2018,2050,Associate Degree,SASDE,Associate Degree,2015,2
2018,2050,Associate Degree,SASDE,Associate Degree,2013,1
2017,2050,Associate Degree,SASDE,Associate Degree,2017,18
2017,2050,Associate Degree,SASDE,Associate Degree,2016,5
2017,2050,Associate Degree,SASDE,Associate Degree,2015,5
2017,2050,Associate Degree,SASDE,Associate Degree,2014,2
2017,2050,Associate Degree,SASDE,Associate Degree,2013,4
2016,2050,Associate Degree,SASDE,Associate Degree,2016,14
2016,2050,Associate Degree,SASDE,Associate Degree,2015,9
2016,2050,Associate Degree,SASDE,Associate Degree,2014,7
2016,2050,Associate Degree,SASDE,Associate Degree,2013,10
2016,2050,Associate Degree,SASDE,Associate Degree,2012,1
2016,2050,Associate Degree,SASDE,Associate Degree,2011,1
2015,2050,Associate Degree,SASDE,Associate Degree,2015,21
2015,2050,Associate Degree,SASDE,Associate Degree,2014,12
2015,2050,Associate Degree,SASDE,Associate Degree,2013,18
2015,2050,Associate Degree,SASDE,Associate Degree,2012,2
2015,2050,Associate Degree,SASDE,Associate Degree,2011,1
2022,2102,Diploma of Liberal Studies,ELIBS,Diploma of Liberal Studies,2020,1
2021,2102,Diploma of Liberal Studies,ELIBS,Diploma of Liberal Studies,2020,1
2021,2102,Diploma of Liberal Studies,ELIBS,Diploma of Liberal Studies,2019,1
2021,2102,Diploma of Liberal Studies,ELIBS,Diploma of Liberal Studies,2018,2
2020,2102,Diploma of Liberal Studies,ELIBS,Diploma of Liberal Studies,2020,7
2020,2102,Diploma of Liberal Studies,ELIBS,Diploma of Liberal Studies,2019,11
2020,2102,Diploma of Liberal Studies,ELIBS,Diploma of Liberal Studies,2018,1
2019,2102,Diploma of Liberal Studies,ELIBS,Diploma of Liberal Studies,2019,21
2019,2102,Diploma of Liberal Studies,ELIBS,Diploma of Liberal Studies,2018,30
2018,2102,Diploma of Liberal Studies,ELIBS,Diploma of Liberal Studies,2018,64
2018,2102,Diploma of Liberal Studies,ELIBS,Diploma of Liberal Studies,2017,22
2018,2102,Diploma of Liberal Studies,ELIBS,Diploma of Liberal Studies,2016,1
2017,2102,Diploma of Liberal Studies,ELIBS,Diploma of Liberal Studies,2017,61
2017,2102,Diploma of Liberal Studies,ELIBS,Diploma of Liberal Studies,2016,19
2016,2102,Diploma of Liberal Studies,ELIBS,Diploma of Liberal Studies,2016,34
2016,2102,Diploma of Liberal Studies,ELIBS,Diploma of Liberal Studies,2015,10
2015,2102,Diploma of Liberal Studies,ELIBS,Diploma of Liberal Studies,2015,10
2020,2103,Diploma of Music,EMUSI,Diploma of Music,2020,1
2020,2103,Diploma of Music,EMUSI,Diploma of Music,2019,1
2019,2103,Diploma of Music,EMUSI,Diploma of Music,2019,2
2019,2103,Diploma of Music,EMUSI,Diploma of Music,2018,1
2018,2103,Diploma of Music,EMUSI,Diploma of Music,2018,11
2017,2103,Diploma of Music,EMUSI,Diploma of Music,2017,3
2020,2104,Diploma of Creative Design,EDESN,Diploma of Creative Design,2019,1
2019,2104,Diploma of Creative Design,EDESN,Diploma of Creative Design,2019,2
2019,2104,Diploma of Creative Design,EDESN,Diploma of Creative Design,2018,1
2018,2104,Diploma of Creative Design,EDESN,Diploma of Creative Design,2018,6
2017,2104,Diploma of Creative Design,EDESN,Diploma of Creative Design,2017,1
2022,2151,Diploma of Languages,ELANG,D Languages,2022,29
2022,2151,Diploma of Languages,ELANG,D Languages,2021,19
2022,2151,Diploma of Languages,ELANG,D Languages,2017,3
2022,2151,Diploma of Languages,ELANG,D Languages,2016,1
2022,2151,Diploma of Languages,ELANG,D Languages,2014,1
2021,2151,Diploma of Languages,ELANG,D Languages,2021,32
2021,2151,Diploma of Languages,ELANG,D Languages,2017,7
2021,2151,Diploma of Languages,ELANG,D Languages,2016,3
2020,2151,Diploma of Languages,ELANG,D Languages,2017,14
2020,2151,Diploma of Languages,ELANG,D Languages,2016,8
2020,2151,Diploma of Languages,ELANG,D Languages,2015,1
2020,2151,Diploma of Languages,ELANG,D Languages,2014,1
2019,2151,Diploma of Languages,ELANG,D Languages,2017,23
2019,2151,Diploma of Languages,ELANG,D Languages,2016,13
2019,2151,Diploma of Languages,ELANG,D Languages,2015,2
2018,2151,Diploma of Languages,ELANG,D Languages,2017,26
2018,2151,Diploma of Languages,ELANG,D Languages,2016,16
2018,2151,Diploma of Languages,ELANG,D Languages,2014,5
2017,2151,Diploma of Languages,ELANG,D Languages,2017,54
