year,program,program_desc,plans,plans_desc,admit_year,nenrolled
2020,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2018,47
2020,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2017,25
2020,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2016,2
2019,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2019,45
2019,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2018,63
2019,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2017,67
2019,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2016,20
2019,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2015,1
2018,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2018,70
2018,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2017,80
2018,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2016,57
2018,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2015,14
2018,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2014,1
2017,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2017,91
2017,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2016,80
2017,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2015,41
2017,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2014,6
2016,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2016,93
2016,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2015,55
2016,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2014,18
2015,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2015,66
2015,3406,Bachelor of Accounting,BACCT,Bachelor of Accounting,2014,22
2022,3406,Bachelor of Accounting,HACCT,Bachelor of Accounting (Hons),2022,2
2022,3406,Bachelor of Accounting,HACCT,Bachelor of Accounting (Hons),2021,1
2021,3406,Bachelor of Accounting,HACCT,Bachelor of Accounting (Hons),2021,1
2020,3406,Bachelor of Accounting,HACCT,Bachelor of Accounting (Hons),2019,2
2019,3406,Bachelor of Accounting,HACCT,Bachelor of Accounting (Hons),2019,2
2019,3406,Bachelor of Accounting,HACCT,Bachelor of Accounting (Hons),2018,4
2018,3406,Bachelor of Accounting,HACCT,Bachelor of Accounting (Hons),2018,6
2018,3406,Bachelor of Accounting,HACCT,Bachelor of Accounting (Hons),2017,3
2017,3406,Bachelor of Accounting,HACCT,Bachelor of Accounting (Hons),2017,8
2022,3407,Bachelor of Statistics,BSTAT,B Statistics,2022,5
2022,3407,Bachelor of Statistics,BSTAT,B Statistics,2021,5
2022,3407,Bachelor of Statistics,BSTAT,B Statistics,2020,6
2022,3407,Bachelor of Statistics,BSTAT,B Statistics,2019,7
2022,3407,Bachelor of Statistics,BSTAT,B Statistics,2018,1
2021,3407,Bachelor of Statistics,BSTAT,B Statistics,2021,5
2021,3407,Bachelor of Statistics,BSTAT,B Statistics,2020,9
2021,3407,Bachelor of Statistics,BSTAT,B Statistics,2019,11
2021,3407,Bachelor of Statistics,BSTAT,B Statistics,2018,6
2020,3407,Bachelor of Statistics,BSTAT,B Statistics,2020,9
2020,3407,Bachelor of Statistics,BSTAT,B Statistics,2019,11
2020,3407,Bachelor of Statistics,BSTAT,B Statistics,2018,8
2020,3407,Bachelor of Statistics,BSTAT,B Statistics,2017,2
2020,3407,Bachelor of Statistics,BSTAT,B Statistics,2016,1
2019,3407,Bachelor of Statistics,BSTAT,B Statistics,2019,16
2019,3407,Bachelor of Statistics,BSTAT,B Statistics,2018,10
2019,3407,Bachelor of Statistics,BSTAT,B Statistics,2017,5
2019,3407,Bachelor of Statistics,BSTAT,B Statistics,2016,4
2018,3407,Bachelor of Statistics,BSTAT,B Statistics,2018,11
2018,3407,Bachelor of Statistics,BSTAT,B Statistics,2017,6
2018,3407,Bachelor of Statistics,BSTAT,B Statistics,2016,4
2018,3407,Bachelor of Statistics,BSTAT,B Statistics,2015,1
2018,3407,Bachelor of Statistics,BSTAT,B Statistics,2014,1
2017,3407,Bachelor of Statistics,BSTAT,B Statistics,2017,9
2017,3407,Bachelor of Statistics,BSTAT,B Statistics,2016,4
2017,3407,Bachelor of Statistics,BSTAT,B Statistics,2015,2
2017,3407,Bachelor of Statistics,BSTAT,B Statistics,2014,3
2016,3407,Bachelor of Statistics,BSTAT,B Statistics,2016,4
2016,3407,Bachelor of Statistics,BSTAT,B Statistics,2015,4
2016,3407,Bachelor of Statistics,BSTAT,B Statistics,2014,5
2016,3407,Bachelor of Statistics,BSTAT,B Statistics,2011,1
2015,3407,Bachelor of Statistics,BSTAT,B Statistics,2015,5
2015,3407,Bachelor of Statistics,BSTAT,B Statistics,2014,5
2015,3407,Bachelor of Statistics,BSTAT,B Statistics,2013,4
2015,3407,Bachelor of Statistics,BSTAT,B Statistics,2011,1
2022,3407,Bachelor of Statistics,HSTAT,B Statistics,2022,1
2021,3407,Bachelor of Statistics,HSTAT,B Statistics,2021,1
2021,3407,Bachelor of Statistics,HSTAT,B Statistics,2020,1
2020,3407,Bachelor of Statistics,HSTAT,B Statistics,2020,4
2020,3407,Bachelor of Statistics,HSTAT,B Statistics,2019,2
2019,3407,Bachelor of Statistics,HSTAT,B Statistics,2019,5
2019,3407,Bachelor of Statistics,HSTAT,B Statistics,2018,3
2018,3407,Bachelor of Statistics,HSTAT,B Statistics,2018,7
2018,3407,Bachelor of Statistics,HSTAT,B Statistics,2017,3
2017,3407,Bachelor of Statistics,HSTAT,B Statistics,2017,5
2022,3408,Bachelor of Finance,BFINN,B Finance,2022,36
2022,3408,Bachelor of Finance,BFINN,B Finance,2021,61
2022,3408,Bachelor of Finance,BFINN,B Finance,2020,29
2022,3408,Bachelor of Finance,BFINN,B Finance,2019,28
2022,3408,Bachelor of Finance,BFINN,B Finance,2018,6
2022,3408,Bachelor of Finance,BFINN,B Finance,2017,2
2022,3408,Bachelor of Finance,BFINN,B Finance,2016,1
2021,3408,Bachelor of Finance,BFINN,B Finance,2021,79
2021,3408,Bachelor of Finance,BFINN,B Finance,2020,39
2021,3408,Bachelor of Finance,BFINN,B Finance,2019,63
2021,3408,Bachelor of Finance,BFINN,B Finance,2018,38
2021,3408,Bachelor of Finance,BFINN,B Finance,2017,7
2021,3408,Bachelor of Finance,BFINN,B Finance,2016,2
2021,3408,Bachelor of Finance,BFINN,B Finance,2014,1
2020,3408,Bachelor of Finance,BFINN,B Finance,2020,50
2020,3408,Bachelor of Finance,BFINN,B Finance,2019,80
2020,3408,Bachelor of Finance,BFINN,B Finance,2018,69
2020,3408,Bachelor of Finance,BFINN,B Finance,2017,48
2020,3408,Bachelor of Finance,BFINN,B Finance,2016,6
2020,3408,Bachelor of Finance,BFINN,B Finance,2015,1
2019,3408,Bachelor of Finance,BFINN,B Finance,2019,98
2019,3408,Bachelor of Finance,BFINN,B Finance,2018,99
2019,3408,Bachelor of Finance,BFINN,B Finance,2017,86
2019,3408,Bachelor of Finance,BFINN,B Finance,2016,43
2019,3408,Bachelor of Finance,BFINN,B Finance,2015,3
2019,3408,Bachelor of Finance,BFINN,B Finance,2014,1
2018,3408,Bachelor of Finance,BFINN,B Finance,2018,112
2018,3408,Bachelor of Finance,BFINN,B Finance,2017,119
2018,3408,Bachelor of Finance,BFINN,B Finance,2016,76
2018,3408,Bachelor of Finance,BFINN,B Finance,2015,24
2018,3408,Bachelor of Finance,BFINN,B Finance,2014,4
2018,3408,Bachelor of Finance,BFINN,B Finance,2013,1
2017,3408,Bachelor of Finance,BFINN,B Finance,2017,135
2017,3408,Bachelor of Finance,BFINN,B Finance,2016,102
2017,3408,Bachelor of Finance,BFINN,B Finance,2015,54
2017,3408,Bachelor of Finance,BFINN,B Finance,2014,31
2017,3408,Bachelor of Finance,BFINN,B Finance,2013,1
2017,3408,Bachelor of Finance,BFINN,B Finance,2009,1
2017,3408,Bachelor of Finance,BFINN,B Finance,2008,1
2016,3408,Bachelor of Finance,BFINN,B Finance,2016,122
2016,3408,Bachelor of Finance,BFINN,B Finance,2015,65
2016,3408,Bachelor of Finance,BFINN,B Finance,2014,60
2016,3408,Bachelor of Finance,BFINN,B Finance,2013,16
2016,3408,Bachelor of Finance,BFINN,B Finance,2011,1
2016,3408,Bachelor of Finance,BFINN,B Finance,2010,1
2016,3408,Bachelor of Finance,BFINN,B Finance,2009,1
2016,3408,Bachelor of Finance,BFINN,B Finance,2008,1
2015,3408,Bachelor of Finance,BFINN,B Finance,2015,83
2015,3408,Bachelor of Finance,BFINN,B Finance,2014,69
2015,3408,Bachelor of Finance,BFINN,B Finance,2013,26
2015,3408,Bachelor of Finance,BFINN,B Finance,2012,11
2015,3408,Bachelor of Finance,BFINN,B Finance,2011,4
2015,3408,Bachelor of Finance,BFINN,B Finance,2010,1
2015,3408,Bachelor of Finance,BFINN,B Finance,2009,1
2015,3408,Bachelor of Finance,BFINN,B Finance,2008,1
2016,3408,Bachelor of Finance,HCOMM,B Commerce,2014,1
2015,3408,Bachelor of Finance,HCOMM,B Commerce,2014,1
2022,3408,Bachelor of Finance,HFINN,B Finance,2022,2
2022,3408,Bachelor of Finance,HFINN,B Finance,2020,1
2021,3408,Bachelor of Finance,HFINN,B Finance,2021,2
2021,3408,Bachelor of Finance,HFINN,B Finance,2020,3
2021,3408,Bachelor of Finance,HFINN,B Finance,2019,1
2020,3408,Bachelor of Finance,HFINN,B Finance,2020,4
2020,3408,Bachelor of Finance,HFINN,B Finance,2019,3
2019,3408,Bachelor of Finance,HFINN,B Finance,2019,8
2019,3408,Bachelor of Finance,HFINN,B Finance,2018,3
2018,3408,Bachelor of Finance,HFINN,B Finance,2018,7
2018,3408,Bachelor of Finance,HFINN,B Finance,2017,1
2017,3408,Bachelor of Finance,HFINN,B Finance,2017,2
2015,3408,Bachelor of Finance,HFINN,B Finance,2012,1
2015,3408,Bachelor of Finance,HFINN,B Finance,2011,1
2022,3409,B International Business,BINBS,B International Business,2022,21
2022,3409,B International Business,BINBS,B International Business,2021,13
2022,3409,B International Business,BINBS,B International Business,2020,4
2022,3409,B International Business,BINBS,B International Business,2019,6
2022,3409,B International Business,BINBS,B International Business,2018,4
2021,3409,B International Business,BINBS,B International Business,2021,16
2021,3409,B International Business,BINBS,B International Business,2020,7
2021,3409,B International Business,BINBS,B International Business,2019,10
2021,3409,B International Business,BINBS,B International Business,2018,8
2021,3409,B International Business,BINBS,B International Business,2017,1
2020,3409,B International Business,BINBS,B International Business,2020,9
2020,3409,B International Business,BINBS,B International Business,2019,13
2020,3409,B International Business,BINBS,B International Business,2018,13
2020,3409,B International Business,BINBS,B International Business,2017,2
2019,3409,B International Business,BINBS,B International Business,2019,16
2019,3409,B International Business,BINBS,B International Business,2018,14
2019,3409,B International Business,BINBS,B International Business,2017,14
2019,3409,B International Business,BINBS,B International Business,2016,7
2019,3409,B International Business,BINBS,B International Business,2015,1
2018,3409,B International Business,BINBS,B International Business,2018,13
2018,3409,B International Business,BINBS,B International Business,2017,17
2018,3409,B International Business,BINBS,B International Business,2016,13
2018,3409,B International Business,BINBS,B International Business,2015,6
2017,3409,B International Business,BINBS,B International Business,2017,17
2017,3409,B International Business,BINBS,B International Business,2016,16
2017,3409,B International Business,BINBS,B International Business,2015,10
2017,3409,B International Business,BINBS,B International Business,2014,3
2016,3409,B International Business,BINBS,B International Business,2016,21
2016,3409,B International Business,BINBS,B International Business,2015,15
2016,3409,B International Business,BINBS,B International Business,2014,5
2016,3409,B International Business,BINBS,B International Business,2013,1
2016,3409,B International Business,BINBS,B International Business,2011,1
2015,3409,B International Business,BINBS,B International Business,2015,15
2015,3409,B International Business,BINBS,B International Business,2014,7
2015,3409,B International Business,BINBS,B International Business,2013,5
2015,3409,B International Business,BINBS,B International Business,2012,2
2015,3409,B International Business,BINBS,B International Business,2011,2
2019,3409,B International Business,HINBS,B International Business,2019,1
2015,3409,B International Business,HINBS,B International Business,2012,1
2022,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2022,30
2022,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2021,34
2022,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2020,12
2022,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2019,9
2022,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2018,2
2022,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2017,2
2022,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2014,1
2021,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2021,36
2021,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2020,15
2021,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2019,18
2021,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2018,14
2021,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2017,6
2021,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2014,1
2020,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2020,23
2020,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2019,24
2020,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2018,27
2020,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2017,11
2020,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2016,3
2020,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2014,1
2020,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2011,1
2019,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2019,28
2019,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2018,37
2019,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2017,27
2019,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2016,11
2019,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2015,3
2019,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2014,2
2019,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2011,1
2018,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2018,43
2018,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2017,33
2018,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2016,17
2018,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2015,17
2018,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2014,7
2018,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2013,1
2018,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2012,1
2018,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2011,1
2017,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2017,45
2017,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2016,25
2017,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2015,19
2017,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2014,17
2017,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2013,1
2017,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2012,2
2017,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2011,1
2016,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2016,34
2016,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2015,23
2016,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2014,20
2016,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2013,6
2016,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2012,2
2016,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2011,2
2016,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2009,1
2015,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2015,31
2015,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2014,30
2015,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2013,11
2015,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2012,4
2015,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2011,4
2015,3410,Bachelor of Business Admin,BBUSA,B Business Administration,2009,1
2022,3410,Bachelor of Business Admin,HBUSA,B Business Administration,2021,1
2021,3410,Bachelor of Business Admin,HBUSA,B Business Administration,2021,1
2020,3410,Bachelor of Business Admin,HBUSA,B Business Administration,2020,1
2015,3410,Bachelor of Business Admin,HBUSA,B Business Administration,2013,1
2021,3501,Bachelor Asia-Pacific Studies,BAPST,B Asia-Pacific Studies,2014,1
2020,3501,Bachelor Asia-Pacific Studies,BAPST,B Asia-Pacific Studies,2014,1
2019,3501,Bachelor Asia-Pacific Studies,BAPST,B Asia-Pacific Studies,2014,4
2018,3501,Bachelor Asia-Pacific Studies,BAPST,B Asia-Pacific Studies,2014,4
2018,3501,Bachelor Asia-Pacific Studies,BAPST,B Asia-Pacific Studies,2013,1
2018,3501,Bachelor Asia-Pacific Studies,BAPST,B Asia-Pacific Studies,2012,2
2017,3501,Bachelor Asia-Pacific Studies,BAPST,B Asia-Pacific Studies,2014,8
2017,3501,Bachelor Asia-Pacific Studies,BAPST,B Asia-Pacific Studies,2013,3
2017,3501,Bachelor Asia-Pacific Studies,BAPST,B Asia-Pacific Studies,2012,4
2016,3501,Bachelor Asia-Pacific Studies,BAPST,B Asia-Pacific Studies,2014,21
2016,3501,Bachelor Asia-Pacific Studies,BAPST,B Asia-Pacific Studies,2013,6
2016,3501,Bachelor Asia-Pacific Studies,BAPST,B Asia-Pacific Studies,2012,7
2016,3501,Bachelor Asia-Pacific Studies,BAPST,B Asia-Pacific Studies,2011,2
2015,3501,Bachelor Asia-Pacific Studies,BAPST,B Asia-Pacific Studies,2014,27
2015,3501,Bachelor Asia-Pacific Studies,BAPST,B Asia-Pacific Studies,2013,12
2015,3501,Bachelor Asia-Pacific Studies,BAPST,B Asia-Pacific Studies,2012,14
2015,3501,Bachelor Asia-Pacific Studies,BAPST,B Asia-Pacific Studies,2011,4
2015,3501,Bachelor Asia-Pacific Studies,BAPST,B Asia-Pacific Studies,2010,1
2018,3501,Bachelor Asia-Pacific Studies,BAPSVMGLOB,B Asia-Pacific/M Globalisation,2014,1
2017,3501,Bachelor Asia-Pacific Studies,BAPSVMGLOB,B Asia-Pacific/M Globalisation,2014,3
2016,3501,Bachelor Asia-Pacific Studies,BAPSVMGLOB,B Asia-Pacific/M Globalisation,2014,3
2016,3501,Bachelor Asia-Pacific Studies,BAPSVMGLOB,B Asia-Pacific/M Globalisation,2013,1
2015,3501,Bachelor Asia-Pacific Studies,BAPSVMGLOB,B Asia-Pacific/M Globalisation,2014,6
2015,3501,Bachelor Asia-Pacific Studies,BAPSVMGLOB,B Asia-Pacific/M Globalisation,2013,2
2015,3501,Bachelor Asia-Pacific Studies,HAPST,B Asia-Pacific Studies,2014,2
2015,3501,Bachelor Asia-Pacific Studies,HAPST,B Asia-Pacific Studies,2011,1
2022,3502,Bachelor of Pacific Studies,BPAST,B Pacific Studies,2022,1
2022,3502,Bachelor of Pacific Studies,BPAST,B Pacific Studies,2021,1
2022,3502,Bachelor of Pacific Studies,BPAST,B Pacific Studies,2019,1
2021,3502,Bachelor of Pacific Studies,BPAST,B Pacific Studies,2021,1
2021,3502,Bachelor of Pacific Studies,BPAST,B Pacific Studies,2019,1
2020,3502,Bachelor of Pacific Studies,BPAST,B Pacific Studies,2020,2
2020,3502,Bachelor of Pacific Studies,BPAST,B Pacific Studies,2019,1
2019,3502,Bachelor of Pacific Studies,BPAST,B Pacific Studies,2019,2
2019,3502,Bachelor of Pacific Studies,BPAST,B Pacific Studies,2017,1
2018,3502,Bachelor of Pacific Studies,BPAST,B Pacific Studies,2017,1
2017,3502,Bachelor of Pacific Studies,BPAST,B Pacific Studies,2017,3
2017,3502,Bachelor of Pacific Studies,BPAST,B Pacific Studies,2016,2
2016,3502,Bachelor of Pacific Studies,BPAST,B Pacific Studies,2016,3
2015,3502,Bachelor of Pacific Studies,BPAST,B Pacific Studies,2014,1
2015,3502,Bachelor of Pacific Studies,HASEC,B Asia-Pacific Security,2012,1
2022,3502,Bachelor of Pacific Studies,HPAST,B Pacific Studies (Honours),2021,1
2021,3502,Bachelor of Pacific Studies,HPAST,B Pacific Studies (Honours),2021,1
2022,3503,B International Security Stud,BINSS,B International Security Stud,2022,52
2022,3503,B International Security Stud,BINSS,B International Security Stud,2021,44
2022,3503,B International Security Stud,BINSS,B International Security Stud,2020,28
2022,3503,B International Security Stud,BINSS,B International Security Stud,2019,15
2022,3503,B International Security Stud,BINSS,B International Security Stud,2018,1
2022,3503,B International Security Stud,BINSS,B International Security Stud,2017,3
2022,3503,B International Security Stud,BINSS,B International Security Stud,2016,2
2021,3503,B International Security Stud,BINSS,B International Security Stud,2021,54
2021,3503,B International Security Stud,BINSS,B International Security Stud,2020,47
2021,3503,B International Security Stud,BINSS,B International Security Stud,2019,32
2021,3503,B International Security Stud,BINSS,B International Security Stud,2018,11
2021,3503,B International Security Stud,BINSS,B International Security Stud,2017,4
2021,3503,B International Security Stud,BINSS,B International Security Stud,2016,1
2021,3503,B International Security Stud,BINSS,B International Security Stud,2015,1
2020,3503,B International Security Stud,BINSS,B International Security Stud,2020,65
2020,3503,B International Security Stud,BINSS,B International Security Stud,2019,48
2020,3503,B International Security Stud,BINSS,B International Security Stud,2018,25
2020,3503,B International Security Stud,BINSS,B International Security Stud,2017,17
2020,3503,B International Security Stud,BINSS,B International Security Stud,2016,7
2020,3503,B International Security Stud,BINSS,B International Security Stud,2015,1
2019,3503,B International Security Stud,BINSS,B International Security Stud,2019,58
2019,3503,B International Security Stud,BINSS,B International Security Stud,2018,36
2019,3503,B International Security Stud,BINSS,B International Security Stud,2017,42
2019,3503,B International Security Stud,BINSS,B International Security Stud,2016,15
2019,3503,B International Security Stud,BINSS,B International Security Stud,2015,3
2018,3503,B International Security Stud,BINSS,B International Security Stud,2018,48
2018,3503,B International Security Stud,BINSS,B International Security Stud,2017,62
2018,3503,B International Security Stud,BINSS,B International Security Stud,2016,32
2018,3503,B International Security Stud,BINSS,B International Security Stud,2015,5
2017,3503,B International Security Stud,BINSS,B International Security Stud,2017,72
2017,3503,B International Security Stud,BINSS,B International Security Stud,2016,42
2017,3503,B International Security Stud,BINSS,B International Security Stud,2015,11
2016,3503,B International Security Stud,BINSS,B International Security Stud,2016,49
2016,3503,B International Security Stud,BINSS,B International Security Stud,2015,18
2015,3503,B International Security Stud,BINSS,B International Security Stud,2015,32
2017,3503,B International Security Stud,BINSS_HINSS,B International Security Stud BIntSecSt Hons,2016,1
2016,3503,B International Security Stud,BINSS_HINSS,B International Security Stud BIntSecSt Hons,2016,1
2022,3503,B International Security Stud,HINSS,BIntSecSt Hons,2022,4
2021,3503,B International Security Stud,HINSS,BIntSecSt Hons,2021,2
2020,3503,B International Security Stud,HINSS,BIntSecSt Hons,2020,3
2019,3503,B International Security Stud,HINSS,BIntSecSt Hons,2019,2
2019,3503,B International Security Stud,HINSS,BIntSecSt Hons,2018,1
2018,3503,B International Security Stud,HINSS,BIntSecSt Hons,2018,6
2017,3503,B International Security Stud,HINSS,BIntSecSt Hons,2017,1
2017,3503,B International Security Stud,HINSS,BIntSecSt Hons,2016,3
2016,3503,B International Security Stud,HINSS,BIntSecSt Hons,2016,9
2016,3503,B International Security Stud,HINSS,BIntSecSt Hons,2015,1
2015,3503,B International Security Stud,HINSS,BIntSecSt Hons,2015,2
2022,3504,B Asia Pacific Affairs,BAPAF,B Asia Pacific Affairs,2022,8
2022,3504,B Asia Pacific Affairs,BAPAF,B Asia Pacific Affairs,2021,5
2022,3504,B Asia Pacific Affairs,BAPAF,B Asia Pacific Affairs,2020,3
2022,3504,B Asia Pacific Affairs,BAPAF,B Asia Pacific Affairs,2019,1
2021,3504,B Asia Pacific Affairs,BAPAF,B Asia Pacific Affairs,2021,9
2021,3504,B Asia Pacific Affairs,BAPAF,B Asia Pacific Affairs,2020,6
2021,3504,B Asia Pacific Affairs,BAPAF,B Asia Pacific Affairs,2019,9
2020,3504,B Asia Pacific Affairs,BAPAF,B Asia Pacific Affairs,2020,5
2020,3504,B Asia Pacific Affairs,BAPAF,B Asia Pacific Affairs,2019,10
2019,3504,B Asia Pacific Affairs,BAPAF,B Asia Pacific Affairs,2019,9
2022,3504,B Asia Pacific Affairs,BAPAR,B Asia Pacific Affairs,2021,60
2022,3504,B Asia Pacific Affairs,BAPAR,B Asia Pacific Affairs,2020,30
2021,3504,B Asia Pacific Affairs,BAPAR,B Asia Pacific Affairs,2021,65
2021,3504,B Asia Pacific Affairs,BAPAR,B Asia Pacific Affairs,2020,38
2020,3504,B Asia Pacific Affairs,BAPAR,B Asia Pacific Affairs,2020,40
2020,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2019,1
2020,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2018,3
2020,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2015,1
2019,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2019,1
2019,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2018,7
2019,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2017,2
2019,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2015,1
2018,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2018,6
2018,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2017,5
2018,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2016,1
2018,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2015,3
2017,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2017,5
2017,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2016,4
2017,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2015,3
2016,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2016,5
2016,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2015,7
2016,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2014,1
2015,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2015,9
2015,3511,BAsiaPacificSt (Year in Asia),BAPYA,BAsiaPacificSt (Year in Asia),2014,9
2018,3511,BAsiaPacificSt (Year in Asia),BAPYA_HINSS,BAsiaPacificSt (Year in Asia) BIntSecSt Hons,2017,1
2017,3511,BAsiaPacificSt (Year in Asia),BAPYA_HINSS,BAsiaPacificSt (Year in Asia) BIntSecSt Hons,2017,1
2022,3550,Bachelor of Asian Studies,BASIA,B Asian Studies,2022,14
2022,3550,Bachelor of Asian Studies,BASIA,B Asian Studies,2021,13
2022,3550,Bachelor of Asian Studies,BASIA,B Asian Studies,2020,12
2022,3550,Bachelor of Asian Studies,BASIA,B Asian Studies,2019,7
2022,3550,Bachelor of Asian Studies,BASIA,B Asian Studies,2018,1
2022,3550,Bachelor of Asian Studies,BASIA,B Asian Studies,2015,1
2021,3550,Bachelor of Asian Studies,BASIA,B Asian Studies,2021,15
2021,3550,Bachelor of Asian Studies,BASIA,B Asian Studies,2020,13
2021,3550,Bachelor of Asian Studies,BASIA,B Asian Studies,2019,11
2021,3550,Bachelor of Asian Studies,BASIA,B Asian Studies,2018,4
2021,3550,Bachelor of Asian Studies,BASIA,B Asian Studies,2017,3
2021,3550,Bachelor of Asian Studies,BASIA,B Asian Studies,2016,1
2021,3550,Bachelor of Asian Studies,BASIA,B Asian Studies,2015,1
2020,3550,Bachelor of Asian Studies,BASIA,B Asian Studies,2020,17
2020,3550,Bachelor of Asian Studies,BASIA,B Asian Studies,2019,14
